Line Name,Code,English,Español ,//comments,Code-switching,
properties.temperature.history.sentence,@5B828E2D,The {property-name}Temperature{/property-name} at {env-name}{0}{/env-name} has {1} over the past {2} years,La {property-name}Temperatura{/property-name} en {env-name}{0}{/env-name} ha sido {1} durante los últimos {2} años,,,
properties.temperature.range,@8A485AF3,{critter-name}{0}{/critter-name} is stressed when the {property-name}Temperature{/property-name} is below {1} or above {2}. {critter-name}{0}{/critter-name} dies when the {property-name}Temperature{/property-name} is below {3} or above {4}.,{critter-name}{0}{/critter-name} se estresa cuando la concentración de {property-name}Temperatura{/property-name} es inferior a {1} o superior a {2}. {critter-name}{0}{/critter-name} muere cuando la concentración de {property-name}Oxígeno{/property-name} es inferior a {3} o superior a {4}.,,,
properties.temperature.range.onlyStress,@7D2B60D9,{critter-name}{0}{/critter-name} is stressed when the {property-name}Temperature{/property-name} is below {1} or above {2}.,{critter-name}{0}{/critter-name} se estresa cuando la {property-name}Temperatura{/property-name} es inferior a {1} o superior a {2}.,,,
properties.temperature.range.unaffected,@136546BC,{critter-name}{0}{/critter-name} is unaffected by {property-name}Temperature{/property-name}.,{critter-name}{0}{/critter-name} no se ve afectado por la {property-name}Temperatura{/property-name}.,,,
properties.light.name,@972C0377,Light,Luz,,,
properties.light.sentence,@39B91159,The {property-name}Light{/property-name} at {env-name}{0}{/env-name} is {1},La {property-name}Luz{/property-name} en {env-name}{0}{/env-name} es {1},,,
properties.light.history.sentence,@F4E49103,The {property-name}Light{/property-name} at {env-name}{0}{/env-name} has {1} for the past {2} years,La {property-name}Luz{/property-name} en {env-name}{0}{/env-name} tiene {1} desde los ultimos {2} años,,,
properties.light.range,@A13A7321,{critter-name}{0}{/critter-name} is stressed when the {property-name}Light{/property-name} is below {1} or above {2}. {critter-name}{0}{/critter-name} dies when the {property-name}Light{/property-name} level is below {3} or above {4}.,{critter-name}{0}{/critter-name} se estresa cuando la {property-name}Luz{/property-name} es menos de {1} o arriva de {2}. {critter-name}{0}{/critter-name} muere cuando el nivel de {property-name}Luz{/property-name} es inferior a {3} o superior a {4}.,,,
properties.light.range.onlyStress,@2616F9C7,{critter-name}{0}{/critter-name} is stressed when the {property-name}Light{/property-name} is below {1} or above {2}.,{critter-name}{0}{/critter-name} se estresa cuando el nivel de {property-name}Luz{/property-name} es inferior a {1} o superior a {2}.,,,
properties.light.range.unaffected,@098A24BA,{critter-name}{0}{/critter-name} is unaffected by {property-name}Light{/property-name}.,{critter-name}{0}{/critter-name} no se ve afectado por la {property-name}Luz{/property-name}.,,,
properties.ph.name,@38E96A43,pH,pH,,,
properties.ph.sentence,@4BBDC02D,The {property-name}pH{/property-name} level at {env-name}{0}{/env-name} is {1},El nivel de {property-name}pH{/property-name} en {property-name}{0}{/property-name} es {1},,,
properties.ph.history.sentence,@B17AD61F,The {property-name}pH{/property-name} level at {env-name}{0}{/env-name} has {1} over the past {2} years,El nivel de {property-name}pH{/property-name} en {property-name}{0}{/property-name} ha sido {1} en los últimos {2} años,,,
properties.ph.range,@2DF0DCD5,{critter-name}{0}{/critter-name} is stressed when the {property-name}pH{/property-name} level is below {1} or above {2}. {critter-name}{0}{/critter-name} dies when the {property-name}pH{/property-name} level is below {3} or above {4}.,{critter-name}{0}{/critter-name} se estresa cuando el nivel de {property-name}pH{/property-name} es inferior a {1} o superior a {2}. {critter-name}{0}{/critter-name} muere cuando el nivel de {property-name}pH{/property-name} es inferior a {3} o superior a {4}.,,,
properties.ph.range.onlyStress,@3DBA59A3,{critter-name}{0}{/critter-name} is stressed when the {property-name}pH{/property-name} level is below {1} or above {2}.,{critter-name}{0}{/critter-name} se estresa cuando el nivel de {property-name}pH{/property-name} es inferior a {1} o superior a {2}.,,,
properties.ph.range.unaffected,@FF8094DE,{critter-name}{0}{/critter-name} is unaffected by the {property-name}pH{/property-name} level.,{critter-name}{0}{/critter-name} no se ve afectado por el nivel de {property-name}pH{/property-name}.,,,
properties.co2.name,@3601120B,Carbon Dioxide,Dióxido de carbono,,,
properties.co2.sentence,@D9203975,The {property-name}Carbon Dioxide{/property-name} concentration at {env-name}{0}{/env-name} is {1},La concentración de {property-name}Dióxido de Carbono{/property-name} en {property-name}{0}{/property-name} es {1},,,
properties.co2.history.sentence,@065CAB97,The {property-name}Carbon Dioxide{/property-name} concentration at {env-name}{0}{/env-name} has {1} over the past {2} years,La concentración de {property-name}Dióxido de Carbono{/property-name} en {property-name}{0}{/property-name} ha sido {1} en los últimos {2} años,,,
properties.co2.range,@DC973C5D,{critter-name}{0}{/critter-name} is stressed when the {property-name}Carbon Dioxide{/property-name} concentration is below {1} or above {2}. {critter-name}{0}{/critter-name} dies when the {property-name}Carbon Dioxide{/property-name} concentration is below {3} or above {4}.,{critter-name}{0}{/critter-name} se estresa cuando la concentración de {property-name}Dióxido de Carbono{/property-name} es inferior a {1} o superior a {2}. {critter-name}{0}{/critter-name} muere cuando la concentración de {property-name}Dióxido de Carbono{/property-name} es inferior a {3} o superior a {4}.,,,
properties.co2.range.onlyStress,@4DD9D70B,{critter-name}{0}{/critter-name} is stressed when the {property-name}Carbon Dioxide{/property-name} concentration is below {1} or above {2}.,{critter-name}{0}{/critter-name} se estresa cuando la concentración de {property-name}Dióxido de Carbono{/property-name} es inferior a {1} o superior a {2}.,,,
properties.co2.range.unaffected,@16F795B6,{critter-name}{0}{/critter-name} is unaffected by {property-name}Carbon Dioxide{/property-name} concentration.,{critter-name}{0}{/critter-name} no se ve afectado por la concentración de {property-name}Dióxido de Carbono{/property-name}.,,,
properties.mass.herd,@FAB59BF1,{0}g,{0}g,,,
properties.tolerance.format,@97F63082,{0} Tolerance,Tolerancia de {0},,,
properties.measurement.format,@8E135F2F,{0} at Site,{0} en el sitio,,,
properties.oxygen.shortName,@2A20ACD5,O<sub>2</sub>,O<sub>2</sub>,,,
properties.co2.shortName,@3DB34871,CO<sub>2</sub>,CO<sub>2</sub>,,,
ui.partner.tooltip,@1B419096,Talk,Hablar,,,
ui.partner.help.tooltip,@27D05175,Ask for Help,Pedir ayuda,,,
ui.talkTo.tooltip,@1CFC511D,Talk to {0},Hablar a {0},,,
ui.portable.tooltip,@946026A1,AQOS Menu,Menu AQOS,,,
ui.option.tooltip,@9BF0DEC7,Settings,Ajustes,,,
ui.back.ship.tooltip,@B5E5DF99,Return To Ship,Volver al barco,,,
ui.back.surface.tooltip,@9B5119B8,Return To Surface,Volver a la superficie,,,
ui.close.tooltip,@86A571CC,Close,Cerrar,,,
ui.history.tooltip,@9E3F6848,Conversation Log,Registro de Conversaciones,,,
ui.taskList.tooltip,@67F3ED2F,Open Task List,Abrir lista de tareas,,,
ui.save.saving,@B544052A,Saving,Guardar,,,
ui.save.error,@74F9BE0A,Retrying,Reintentar,,,
ui.save.complete,@9C37E7B3,Saved!,Guardado,,,
ui.loading,@CC9D9831,Loading...,Cargando...,,,
ui.options.title,@7CBB0717,Settings,Configuración,,,
ui.argue.claimHeader,@72E76DE0,Claim,Reclamación,,,
ui.argue.evidenceHeader,@47B96CD7,Evidence,Pruebas,,,
ui.job.postedBy,@2004DE6E,Posted By:,Publicado por:,,,
ui.worldMap.availableJobsHeader,@04B9202D,Available Jobs:,Trabajos Disponibles:,,,
ui.worldMap.inProgressJobsHeader,@6F7B3144,In Progress,En curso,,,
ui.worldMap.completedJobsHeader,@0B3F8A0B,Completed Jobs:,Trabajos completados:,,,
ui.worldMap.jobs,@F91738CD,Jobs,Trabajos,,,
ui.interact.examine,@5127DF7C,Examine,Examinar,,,
ui.interact.back,@2266A39E,Go Back,Volver,,,
ui.interact.locked,@A537955F,Locked,Cerrado,,,
ui.staion.exit.tooltip,@06D498AE,Return to Site,Volver al sitio,,,
ui.station.view.station,@D3632562,Zoom Out,Alejar,,,
ui.station.view.shop,@3D0D1662,Workshop,Taller,,,
ui.station.view.job,@5DBC9DF1,Jobs,Trabajos,,,
ui.interact.map.button,@BB52E0AD,Go,Ir a,check,,
ui.interact.dive,@FFB34A4B,Dive,Sumergir,,,
ui.interact.blocked,@9B9D4267,Blocked,Bloqueado,,,
ui.worldMap.hasInProgress,@3F9E8663,Your currently assigned Job is at this Station.,Tu trabajo asignado está en esta Estación.,,,
ui.worldMap.shipOut,@13DC2FE1,Ship Out,Embarcar,,,
ui.boot.prompt,@658879AD,Click Or Tap Anywhere To Continue,Haz clic o pulsa en cualquier lugar para continuar,,,
ui.boot.ready,@DDCEF706,Wake,Estela,,,
ui.map.station,@BAC19049,Station,Estación,,,
ui.interact.map.shortAndProper,@46C9C170,<i>{0}</i>: {1},<i>{0}</i>: {1},,,
ui.station.leave,@94D1B1CC,Leave Station,Salir de la estación,,,
ui.station.warp,@D469C48B,Travel to Ship,Viajar a Barco,,,
ui.loadingStation,@9E3E0267,Traveling to {map-name}{0}{/map-name},Viajar a {map-name}{0}{/map-name},,,
ui.scan.progress,@B9D8FDFB,Scanning,Escaneando,,,
ui.level.clearanceLevelLabel,@184EC1AF,Clearance\nLevel,Nivel de autorización,check,,
ui.dialog.next,@F6E0464E,Next,Siguiente,,,
ui.station.view.rescue,@536EB9B3,Rescue Sam & Co.,Rescata a Sam y compañía,,,
ui.loading.lengthy,@B23B965C,Your internet connection is slow or unstable.,Tu conexión a Internet esta lenta o inestable.,,,
ui.interact.map.button.final,@2463388B,Go Deeper,Sigue más Profundo,check,,
ui.loading.retryPrompt,@B3E3F1CF,Your internet connection is slow or unstable.\nDownloading assets has failed.,Tu conexión a Internet está lenta o inestable.\nLa descarga de recursos ha fallado.,,,
ui.loading.retryButton,@05D05675,Try Again,Inténtalo de nuevo,,,
ui.boot.errors,@4464CEDC,Your internet connection is not ideal.\nLoading times may be affected.,Tu conexión a internet no es ideal.\nLos tiempos de carga pueden verse afectados.,,,
ui.popup.newItem.header,@85E0801F,New Item Acquired!,¡Nuevo objeto adquirido!,,,
ui.popup.newUpgrade.header,@63DF7B80,New Upgrade Acquired,Nueva actualización adquirida,,,
ui.popup.newFact.header,@E2B0B6CC,New Fact,Nuevo hecho,,,
ui.popup.newPopulationFact.header,@22294581,New Population Fact,Nuevo dato de población,,,
ui.popup.upgradedFact.header,@46D2D988,Fact Upgraded,Hecho actualizado,,,
ui.popup.factsUpdated.header,@FA8D90D4,Facts Updated,Hechos actualizados,,,
ui.popup.newBestiary.critter.header,@F9E5C4EE,New Organism Entry\n{critter-name}{0}{/critter-name},Entrada de nuevo organismo {critter-name}{0}{/critter-name},,,
ui.popup.newBestiary.env.header,@3B736416,New Ecosystem Entry\n{env-name}{0}{/env-name},Nueva entrada de ecosistema\n{env-name}{0}{/env-name},,,
ui.popup.newBestiary.specter.header,@3B4A8AF9,Data Transmission Received\n{critter-name}{0}{/critter-name},Transmisión de datos recibida.,,,
ui.popup.newBestiary.specter.description,@AD39CE06,This information requires a {h}private key{/h} to decode.\n<margin-left=1.5em><alpha=#AA>{0},Esta información requiere una {h}clave privada{/h} para descifrarla.\n<margin-left=1.5em><alpha=#AA>{0},,,
ui.popup.jobComplete.header,@10680328,Job Completed\n<size=80%>{0},Trabajo completado\n<size=80%>{0},,,
ui.popup.jobComplete.description,@3BD834D1,Nice work!,¡Buen trabajo!,,,
ui.popup.jobComplete.cashReward,@72552005,Earned {cash}{0}{/cash},Ganaste {cash}{0}{/cash},,,
ui.popup.jobComplete.expReward,@04BA9797,Earned {exp}{0}{/exp},Ganaste {exp}{0}{/exp},,,
ui.popup.levelUp.header,@6B72EC1D,Rank Up!,¡Sube de Rango!,,,
ui.popup.levelUp.description,@52FFFA32,Your {h}Clearance Level{/h} increased to {0}!,¡Tu {h}Nivel de autorización{/h} aumentó a {0}!,,,
ui.popup.okay,@59DE4137,Okay,De acuerdo,,,
ui.popup.yes,@61E25506,Yes,Sí,,,
ui.popup.no,@8626E1C8,No,No,,,
ui.popup.addToBestiaryButton,@479E8FBA,Add to AQOS,Añadir a AQOS,,,
ui.popup.dismiss,@CF5CCDE9,Dismiss,Descartar,,,
ui.popup.presentButton,@AAE10D8A,Present,Presentar,,,
ui.popup.knownFactBadge,@83B8A55B,Already Known,Ya conocido,,,
ui.popup.jobComplete.earned,@AFF3A50E,You earned:,Te ganaste:,,,
ui.popup.jobComplete.quote.1,@FC4EE4C6,Nice work!,¡Buen trabajo!,,,
ui.popup.jobComplete.quote.2,@FB4EE333,Great job!,¡Excelente trabajo!,,,
ui.popup.jobComplete.quote.3,@FA4EE1A0,Thanks for your help!,¡Gracias por tu ayuda!,,,
ui.title.new,@DCE8F8BB,New Game,Juego nuevo,,,
ui.title.continue,@8EEEF202,Continue Game,Continuar Juego,,,
ui.title.start,@7AAA44C9,Start Game,Empezar Juego,,,
ui.title.back,@4FFC0DA4,Back,Retroceder,,,
ui.title.usercode,@5CC0072D,Player Code,Código de jugador,,,
ui.title.idGenerationError.header,@DC5453F5,Server Error,Error de servidor,,,
ui.title.idGenerationError.description,@5CF7EC4A,There was an error on the server when generating your save name:\n<margin=2em>{0}</margin>\n\nPlease try again later.,Se detectó un error en el servidor al generar tu nombre de usuario guardado:\n<margin=2em>{0}</margin>\nInténtalo de nuevo más tarde.,,,
ui.title.saveError.header,@6FCBFD63,Server Error,Error en el servidor,,,
ui.title.saveError.description,@A8821EFC,There was an error on the server when creating your save:\n<margin=2em>{0}</margin>\n\nPlease try again later.,Se produjo un error en el servidor al crear tu archivo guardado:\n<margin=2em>{0}</margin>\nInténtalo de nuevo más tarde.,,,
ui.title.loadError.header,@C694D34E,Server Error,Error del servidor,,,
ui.title.loadError.description,@10EF4C2B,There was an error on the server when loading your save:\n<margin=2em>{0}</margin>\n\nPlease try again later.,Se ha producido un error en el servidor al cargar tu archivo guardado:\n<margin=2em>{0}</margin>\nInténtalo de nuevo más tarde.,,,
ui.title.fileMissing.header,@89137C6A,Save Not Found,Archivo no encontrado,,,
ui.title.fileMissing.description,@C74FF38F,A save with the name {h}{0}{/h} does not exist.\n\nCheck that you entered your save name correctly and try again.,No existe un archivo guardado con el nombre {h}{0}{/h}.\n\nComprueba que has introducido correctamente el nombre de tu archivo guardado e inténtalo de nuevo.,,,
ui.title.fileCorrupt.header,@3E859BB1,Save Invalid,Archivo no válido,,,
ui.title.fileCorrupt.description,@F46FB83E,"Your save was found on the server but could not be loaded.\n\nYour save may have been created with an incompatible version of the game.\n\nThis shouldn't occur under normal circumstances, so please report your save name to the developers so we can investigate.","Se encontró tu archivo guardado en el servidor, pero no se pudo cargar. Es posible que tu archivo guardado se hayga creado con una versión incompatible del juego. Esto no debería ocurrir en circunstancias normales, así que informa a los creadores sobre tu nombre de archivo guardado para que podamos investigarlo.",,,
ui.title.nsf,@BBC63286,With Support From,Con Apoyo De,,,
ui.title.fieldDay,@CEBDC54D,Presents,Presenta,,,
ui.title.minimalTitle,@FF1A9358,Wake,Estela,,,
ui.title.createdBy,@3EEA93EC,Created By:,Creado por:,,,
ui.title.subtitle,@CB6ACE37,Tales from the Aqualab,Viajes del Aqualab,,,
ui.title.workingLabel,@A34E3C30,working title,título provisional,,,
ui.title.emptyPlayerCode,@AE9C847C,Enter your\nPlayer Code,Escribe tu código de jugador,,,
ui.title.subtitleA,@AF2303C2,Tales From The,Viajes del,,,
ui.title.subtitleB,@AE23022F,AQUALAB,AQUALAB,,,
ui.ship.helm.exit.tooltip,@98EEB180,To Ship Exterior,Ir Al Exterior,,,
ui.ship.helm.jobBoard.tooltip,@5C6F2A41,Job Board,Tablón de Empleos,,,
ui.ship.helm.settings.tooltip,@31895C65,Ship Settings\n(Unavailable),Configuración de la nave\n (No disponible),,,
ui.ship.helm.map.tooltip,@60296F0C,Map,Mapa,,,
ui.ship.exterior.helm.tooltip,@C5CC98DA,Helm,Timón,,,
ui.ship.exterior.modeling.tooltip,@837F8579,Modeling Lab,Laboratorio de Modelización,,,
ui.ship.exterior.experiment.tooltip,@55566121,Experiment Lab,Laboratorio de Investigación ,,,
ui.ship.exterior.sub.tooltip,@657D8DFA,Move Ship,Mover el barco,,,
ui.ship.exterior.quarters.tooltip,@A8E33CCB,Quarters,Cuarteles,,,
ui.ship.office.jobBoard.tooltip,@66C5C361,Job Board,Tablero de Empleos,,,
ui.ship.office.exit.tooltip,@29ACB860,To Ship Exterior,Ir al exterior de la nave,,,
ui.ship.modeling.whiteboard.tooltip,@EFE2F8AA,Modeling Whiteboard,Pizarra de Modelización,,,
ui.ship.modeling.exit.tooltip,@AF307F5D,To Ship Exterior,Al exterior de la Nave,,,
ui.ship.quarters.exit.tooltip,@5A66B47F,To Ship Exterior,Al exterior de la nave,,,
ui.ship.quarters.poster.tooltip,@A2962BBE,Poster,Cartel,,,
ui.ship.quarters.chest.tooltip,@E9788B86,Chest,Cofre,,,
ui.ship.quarters.bed.tooltip,@59C6FD40,{player-name}'s Bed,Cama de {player-name},,,
ui.ship.quarters.table.tooltip,@3B6731DB,Dining Table,Mesa de comedor,,,
ui.ship.exterior.shop.tooltip,@E0682692,Shop,Tiendita,,,
ui.ship.modeling.tooltip,@CD0BFFC7,Modeling,Modelar,,,
ui.ship.exterior.shipMap.tooltip,@5E4B487C,Ship Map,Mapa del barco,,,
ui.ship.exterior.cabin.tooltip,@E45A9951,Cabin,Cabina,,,
ui.ship.helm.guide.tooltip,@A3E6EE9A,Talk to V1ct0r,Hablar con V1ct0r,,,
ui.ship.map.header,@BCA6485C,The AquaLab,El AquaLab,,,
ui.ship.map.subheader,@C165852C,Research Vessel,Nave de Investigación,,,
ui.ship.exterior.toShip.tooltip,@D221D0B5,To Helm,Al Timón,,,
ui.ship.exterior.quicktravel.tooltip,@81B59A07,Quick Travel to Station,Viaje rápido a la Estación,,,
ui.ship.cabin.toDesk,@E4822B6C,View Journal,Ver Diario,,,
ui.jobBoard.setActive.label,@6847BD6A,Set as Current,Establecer como Actual,,,
ui.jobBoard.start.label,@221B4B5C,Accept Job,Aceptar Trabajo,,,
ui.jobBoard.locked.label,@EE8F8FE6,Missing Upgrades,Actualizaciones faltantes,,,
ui.jobBoard.currentStationLabel,@F442661B,Current Location,Ubicación actual,,,
ui.jobBoard.listHeader,@6B24CB0D,Job List,Lista de Trabajos,,,
ui.jobBoard.group.active,@2D3BBC29,Current Job,Trabajo actual,,,
ui.jobBoard.group.available,@7EE372C6,Available Jobs,Trabajos disponibles,,,
ui.jobBoard.group.completed,@ADE06CD0,Completed Jobs,Trabajos finalizados,,,
ui.jobBoard.group.inProgress,@711A0BF7,In Progress Jobs,Trabajos en curso,,,
ui.jobBoard.group.locked,@F3A23EE1,Locked Jobs,Trabajos bloqueados,,,
ui.jobBoard.selectPrompt,@426D92BE,Select a Job\nfor details,Selecciona un trabajo\npara más detalles,,,
ui.jobBoard.rewardsHeader,@12347E79,Rewards,Premios,,,
ui.jobBoard.rewardsNone,@1CBC42CE,None,Ninguna,,,
ui.jobBoard.activitiesHeader,@D24376F4,Activities,Actividades,,,
ui.jobBoard.header.available,@C28FEBAC,Available,Disponible,,,
ui.jobBoard.header.complete,@9EA1301E,Complete,Completo,,,
ui.jobBoard.completed.label,@170D3ABD,Completed,Completado,,,
ui.jobBoard.requiredUpgrades.header,@0A80BBD3,Required Upgrades,Actualizaciones Requeridas,,,
ui.jobBoard.selectPrompt.locked,@175872F6,No Jobs available\n\nUpgrade your tools\nto unlock more,No hay Trabajos disponibles\n\nActualiza tus herramientas\n para desbloquear más,,,
ui.jobBoard.selectPrompt.none,@DFC698E2,No Jobs available\n\nCheck other stations\nfor available Jobs,No hay trabajos disponibles\n\nConsulta otras estaciones\npara ver más trabajos disponibles,,,
ui.jobBoard.difficulty.header,@89AD9528,Difficulty,Dificultad,,,
ui.jobBoard.difficulty.experimentation,@4F8C625B,Experimentation,Experimentación,o investigación ,,
ui.jobBoard.difficulty.modeling,@8C2BBC6E,Modeling,Modelización,,,
ui.jobBoard.difficulty.argumentation,@A281929F,Argumentation,Argumentación,,,
ui.nav.dive.tooltip,@479EC349,Dive,Sumergirse,,,
ui.nav.map.tooltip,@DF11DE75,Go To {0},Ir a {0},,,
ui.nav.dock.tooltip,@CD5D8674,Dock with Ship,Atracar la Nave,,,
ui.nav.dock.label,@6ADB2ED1,{player-name}'s Ship,Nave de {player-name},,,
ui.nav.talk.label,@5DA360A4,Talk,Habla,,,
ui.nav.talk.tooltip,@9E44C1D5,Talk,Habla,,,
ui.nav.examine.label,@35C30615,Examine,Examinar,,,
ui.nav.examine.tooltip,@37714BC8,Examine,Examinar,,,
ui.dive.surface.tooltip,@52608F91,Return to Surface,Volver a la superficie,,,
ui.dive.surface.label,@6E6025B0,To Surface,A la superficie,,,
ui.dive.scan.label,@68AE85A4,Scan,Escanear,,,
ui.dive.scan.tooltip,@BF78EED5,Switch to Scan Mode,Cambiar a escaneo,,,
ui.dive.tag.label,@6E058ACB,Count,Contar,,,
ui.dive.tag.tooltip,@44095EF2,Switch to Population Count Mode,Cambiar a Modo de Conteo de Población,,,
ui.dive.flashlight.tooltip,@1A7EF3B2,Toggle Flashlight,Activar linterna,,,
ui.dive.flashlight.label,@4B3A148B,Flashlight,Linterna,,,
ui.dive.microscope.label,@46DE66C9,Microscope,Microscopio,,,
ui.dive.microscope.tooltip,@0840A30C,Toggle Microscope,Activar Microscopio,,,
ui.dive.enter.label,@9604B0CD,Enter,Entrar,,,
ui.dive.surface.label.action,@C5ECA7B8,Surface,Superficie,,,
ui.dive.descend,@F2333FF9,Descend,Descender,,,
ui.dive.descend.label,@42078D4D,Descend to {0},Descender a {0},,,
ui.dive.breaker.label,@30574E27,Shatter,Romper,,,
ui.dive.breaker.tooltip,@3D34137E,Switch to Ice Breaker Mode,Cambiar a Modo Rompehielos,,,
ui.dive.breaker.button,@1CCBDAAF,Charge,Cargar,,,
ui.dive.breaker.button.charging,@D0191564,Charging...,Cargando...,,,
ui.dive.breaker.button.discharging,@05E39602,Discharging,Descargando,,,
ui.dive.breaker.button.recharging,@B1F41655,Recharging,Recargando,,,
ui.dive.station.label.coral,@83579D6C,Coral Station,Estación del Coral,,,
ui.dive.station.label.kelp,@409740EF,Kelp Station,Estación de Algas,,,
ui.dive.station.label.bayou,@C354B46D,Bayou Station,Estación del Bahia,,,
ui.dive.station.label.arctic,@58ECE6B3,Arctic Station,Estación del Ártico ,,,
ui.dive.RS-0-Final.chalDeep.tooltip,@C720FD9D,Activate Challender Deep,Activar la Sima de Challenger, spelling error on english column,,
ui.dive.final.station.name,@6226E982,Deep Sea Station,Estacion de las profundidades,,,
ui.dive.label.final.lowerDepths,@B6828072,Lower Depths,Profundidades,,,
ui.dive.warning.o2,@E7C65366,O2 Warning,Aviso del O2,,,
ui.dive.warning.engine,@FB01EB41,Engine Warning,Aviso del motor,,,
ui.dive.warning.pressure,@EB9F23FC,Pressure Warning,Aviso de presión ,,,
ui.journal.nextPage,@57947D8A,Next Page,Siguiente página ,,,
ui.journal.prevPage,@1AEA11C6,Previous Page,Página anterior,,,
ui.journal.personalTag,@6D62E7F8,Personal,Personal,,,
ui.journal.sort,@522BD704,All,Todo,,,
ui.journal.depthsTag,@35B2EFD2,{@player} How's the mission going? Any trace of the Challenger Deep?,{@player} ¿Cómo va la misión? ¿Algún rastro de la Sima de Challenger?,,,
ui.journal.arcticTag,@20DCE954,Arctic,Ártico ,,,
ui.journal.bayouTag,@6DC278AC,Bayou,Bahía,,,
ui.journal.kelpTag,@F2199568,Kelp Forest,Bosque de algas,,,
ui.journal.coralTag,@F5D5C6B3,Coral Reef,Arrecife de Coral,,,
RS-4W.probe.header,@67F2BDD3,White Point,El Paso Blanco,,,
RS-4W.probe.body,@4E85246E,AQ-EV Probe W-271\nDownloaded ecosystem data.\n\nClassification: White Point,Sonda AQ-EV W-271\nDatos del ecosistema descargados.\n\nClasificación: El Paso Blanco,,,
RS-4W.populationProbe.header,@76DAF0BC,White Point Population,Población del Paso Blanco,,,
RS-4W.populationProbe.body,@C7B629B9,AQ-EV Probe W-419\nDownloaded historical population data.\n\nClassification: White Point\nPopulation: ???,Sonda AQ-EV W-271\nDatos del ecosistema descargados.\n\nClasificación: El Paso Blanco. \nPoblación: ???,Should these question marks still be here?,,
RS-4W.deadWhale.header,@8D8C00B0,Detritus,Detritus,,,
RS-4W.deadWhale.body,@4B400985,The deceased body of a bowhead whale.\nPoor thing...,El cadáver de una ballena boreal.\nPobrecita...,,,
RS-4W.iceAlgae.header,@25074596,UNKNOWN READING,LECTURA DESCONOCIDA,,,
RS-4W.iceAlgae.body,@A9D20F17,Scan target too deep in the ice to get an accurate reading.,Objetivo de exploración demasiado profundo en el hielo para obtener una medida precisa.,,,
RS-4X.probe.header,@C58977A8,Río Hielo,Río Glacial,,,
RS-4X.probe.body,@4010B3ED,AQ-EV Probe X-992\nDownloaded ecosystem data.\n\nClassification: Río Hielo,Sonda AQ-EV X-992\nDatos del ecosistema descargados.\n\nClasificación: Río Glacial,,,
RS-4X.populationProbe.header,@6E8758C7,Río Hielo Population,Población del Río Glacial,,,
RS-4X.populationProbe.body,@061199FA,AQ-EV Probe X-994\nDownloaded historical population data.\n\nClassification: Río Hielo\nPopulation: ???,Sonda AQ-EV X-994\nDatos históricos de población descargados.\n\nClasificación: Río Glacial\nPoblación: ???,,,
RS-4Y.probe.header,@40A405E1,Ephemeral Impass,Paso Efímero,,,
RS-4Y.probe.body,@29B4FA80,AQ-EV Probe Y-404\nDownloaded ecosystem data.\n\nClassification: Ephemeral Impass,Sonda AQ-EV Y-404\nDatos del ecosistema descargados.\n\nClasificación: Paso Efímero,,,
RS-4Y.populationProbe.header,@3C7FFE1E,Ephemeral Impass Population,Población del Paso Efímero,,,
RS-4Y.populationProbe.body,@98CB942F,AQ-EV Probe Y-663\nDownloaded historical population data.\n\nClassification: Ephemeral Impass\nPopulation: ???,Sonda AQ-EV Y-663\nDatos históricos de población descargados.\n\nClasificación: Paso Efímero\nPoblación: ???,,,
RS-4Z.probe.header,@C042179E,Frosted Sea,Mar Glacial,,,
RS-4Z.probe.body,@635AB1AF,AQ-EV Probe Z-133\nDownloaded ecosystem data.\n\nClassification: Frosted Sea,Sonda AQ-EV Z-133\nDatos del ecosistema descargados\n\n Clasificación: Mar Glacial,,,
RS-4Z.populationProbe.header,@A97C1BA1,Frosted Sea Population,Población del Mar Glacial,,,
RS-4Z.populationProbe.body,@0B9DDC40,AQ-EV Probe Z-523\nDownloaded historical population data.\n\nClassification: Frosted Sea\nPopulation: ???,Sonda AQ-EV Z-523\nDatos históricos de población descargados.\n\nClasificación: Mar Glacial\nPoblación: ???,,,
RS-4Z.station.header,@C06D9FB4,Arctic Research Station,Estación de Investigación Ártica,,,
RS-4Z.station.body,@14C66941,Entrance to the Arctic Research Station. One of several underwater research stations.\n\n<i>{player-name}'s Notes:\nMust be cold inside.</i>,Entrada a la Estación de Investigación Ártica. Una de las varias estaciones de investigación submarinas. \n\n<i>Notas de {player-name}:\n Debe de estar fría por dentro.</i>,what must be cold inside?,,
RS-3N.probe.header,@1C07377B,Ignis Collis Deeps,Profundidades de Ignis Collis,,,
RS-3N.probe.body,@C183A6C6,AQ-EV Probe N-148\nDownloaded ecosystem data.\n\nClassification: Ignis Collis Deeps,Sonda AQ-EV N-148\nDatos del ecosistema descargados.\n\n Clasificación: Profundidades Ignis Collis,,,
RS-3N.crashedComms.header,@6419BE38,Crashed Comms,Comunicaciones Cortadas,,,
RS-3N.crashedComms.body,@25E4387D,Non-functioning communications device.,Dispositivo de comunicaciones defectuoso.,,,
RS-3O.probe.header,@6AF38C9A,ERC Industries Rig,Plataforma de Industrias ERC,,,
RS-3O.probe.body,@9530CD03,AQ-EV Probe O-38\nDownloaded ecosystem data.,Sonda AQ-EV O-38\nDatos del ecosistema descargados.,,,
RS-3O.populationProbe.header,@AAEDBBED,ERC Industries Rig,Plataforma de Industrias ERC,,,
